trainSize,testSize,dimention,selRatio,model,measure,value,method,dataset,noise,train_seed,fullset_value
1300,1625,18,0.2,GBDT,time(s),1.772285223,byFreq,mushroom,na,2,6.325110197
1300,1625,18,0.2,GBDT,time(s),1.76929307,byFreq,mushroom,na,3,6.358021736
1300,1625,18,0.2,GBDT,time(s),1.757326603,byFreq,mushroom,na,4,6.463749409
1300,1625,18,0.2,GBDT,time(s),1.756327391,byFreq,mushroom,na,5,6.410878658
1184,1480,20,0.2,GBDT,time(s),7.731309175,byFreq,ringnorm,na,1,39.98498464
1184,1480,20,0.2,GBDT,time(s),7.779181004,byFreq,ringnorm,na,2,39.86929393
1184,1480,20,0.2,GBDT,time(s),7.720338821,byFreq,ringnorm,na,3,40.11067271
1184,1480,20,0.2,GBDT,time(s),7.712359905,byFreq,ringnorm,na,4,39.87128925
1184,1480,20,0.2,GBDT,time(s),7.736296177,byFreq,ringnorm,na,5,40.35798502
1184,1480,20,0.2,GBDT,time(s),7.684432745,byFreq,twonorm,na,1,41.19674182
1184,1480,20,0.2,GBDT,time(s),7.623596668,byFreq,twonorm,na,2,41.17978716
1184,1480,20,0.2,GBDT,time(s),7.6066432,byFreq,twonorm,na,3,41.19375014
1184,1480,20,0.2,GBDT,time(s),7.598688841,byFreq,twonorm,na,4,41.09800601
1184,1480,20,0.2,GBDT,time(s),7.680443525,byFreq,twonorm,na,5,41.30145979
2560,3200,8,0.2,GBDT,time(s),2.259903669,byFreq,url_spam,na,1,8.549016237
2560,3200,8,0.2,GBDT,time(s),2.217927456,byFreq,url_spam,na,2,8.595801353
2560,3200,8,0.2,GBDT,time(s),2.234995127,byFreq,url_spam,na,3,8.614868402
2560,3200,8,0.2,GBDT,time(s),2.231355667,byFreq,url_spam,na,4,8.596065283
2560,3200,8,0.2,GBDT,time(s),2.189304829,byFreq,url_spam,na,5,8.681827068
219,275,4,0.2,GBDT,time(s),1.026280642,byVoronoiFilter02,BankNote_Authentication,na,1,2.340742826
220,275,4,0.2,GBDT,time(s),1.052185297,byVoronoiFilter02,BankNote_Authentication,na,2,2.335754633
220,275,4,0.2,GBDT,time(s),1.034235001,byVoronoiFilter02,BankNote_Authentication,na,3,2.341740608
220,275,4,0.2,GBDT,time(s),1.035232067,byVoronoiFilter02,BankNote_Authentication,na,4,2.289878368
220,275,4,0.2,GBDT,time(s),0.976386786,byVoronoiFilter02,BankNote_Authentication,na,5,2.278906584
848,1060,2,0.2,GBDT,time(s),1.517943144,byVoronoiFilter02,banana,na,1,4.252655506
848,1060,2,0.2,GBDT,time(s),1.479077578,byVoronoiFilter02,banana,na,2,4.259612083
848,1060,2,0.2,GBDT,time(s),1.463120937,byVoronoiFilter02,banana,na,3,4.231686354
848,1060,2,0.2,GBDT,time(s),1.459100485,byVoronoiFilter02,banana,na,4,4.216727018
848,1060,2,0.2,GBDT,time(s),1.51894021,byVoronoiFilter02,banana,na,5,4.268587351
1249,1561,25,0.2,GBDT,time(s),6.965396404,byVoronoiFilter02,colleges,na,1,33.12442946
1249,1561,25,0.2,GBDT,time(s),6.97736454,byVoronoiFilter02,colleges,na,2,33.26307011
1248,1561,25,0.2,GBDT,time(s),6.962413788,byVoronoiFilter02,colleges,na,3,33.02968144
1249,1561,25,0.2,GBDT,time(s),6.983358383,byVoronoiFilter02,colleges,na,4,33.34184623
1249,1561,25,0.2,GBDT,time(s),6.970358133,byVoronoiFilter02,colleges,na,5,33.23111939
2397,2996,14,0.2,GBDT,time(s),7.368322372,byVoronoiFilter02,eegEyeState,na,1,33.09749722
2397,2996,14,0.2,GBDT,time(s),7.417186022,byVoronoiFilter02,eegEyeState,na,2,33.07755041
2397,2996,14,0.2,GBDT,time(s),7.320448875,byVoronoiFilter02,eegEyeState,na,3,33.21118808
2397,2996,14,0.2,GBDT,time(s),7.365330935,byVoronoiFilter02,eegEyeState,na,4,32.88307524
2396,2996,14,0.2,GBDT,time(s),7.441129923,byVoronoiFilter02,eegEyeState,na,5,33.21119428
1477,1846,7,0.2,GBDT,time(s),2.916228533,byVoronoiFilter02,employee_salaries,na,1,11.21303654
1476,1846,7,0.2,GBDT,time(s),2.804523945,byVoronoiFilter02,employee_salaries,na,2,11.23298216
1476,1846,7,0.2,GBDT,time(s),2.833448172,byVoronoiFilter02,employee_salaries,na,3,11.23397994
1476,1846,7,0.2,GBDT,time(s),2.792565107,byVoronoiFilter02,employee_salaries,na,4,11.2050643
1476,1846,7,0.2,GBDT,time(s),2.869351625,byVoronoiFilter02,employee_salaries,na,5,11.24994493
1300,1625,18,0.2,GBDT,time(s),1.722426653,byVoronoiFilter02,mushroom,na,2,6.325110197
1300,1625,18,0.2,GBDT,time(s),1.726413965,byVoronoiFilter02,mushroom,na,3,6.358021736
1300,1625,18,0.2,GBDT,time(s),1.703471184,byVoronoiFilter02,mushroom,na,4,6.463749409
1300,1625,18,0.2,GBDT,time(s),1.726383448,byVoronoiFilter02,mushroom,na,5,6.410878658
1184,1480,20,0.2,GBDT,time(s),7.73430109,byVoronoiFilter02,ringnorm,na,1,39.98498464
1184,1480,20,0.2,GBDT,time(s),7.714354515,byVoronoiFilter02,ringnorm,na,2,39.86929393
1184,1480,20,0.2,GBDT,time(s),7.74028492,byVoronoiFilter02,ringnorm,na,3,40.11067271
1184,1480,20,0.2,GBDT,time(s),7.733304262,byVoronoiFilter02,ringnorm,na,4,39.87128925
1184,1480,20,0.2,GBDT,time(s),7.726323128,byVoronoiFilter02,ringnorm,na,5,40.35798502
1184,1480,20,0.2,GBDT,time(s),7.605643749,byVoronoiFilter02,twonorm,na,1,41.19674182
1184,1480,20,0.2,GBDT,time(s),7.660497189,byVoronoiFilter02,twonorm,na,2,41.17978716
1184,1480,20,0.2,GBDT,time(s),7.676454306,byVoronoiFilter02,twonorm,na,3,41.19375014
1184,1480,20,0.2,GBDT,time(s),7.596667767,byVoronoiFilter02,twonorm,na,4,41.09800601
1184,1480,20,0.2,GBDT,time(s),7.612625122,byVoronoiFilter02,twonorm,na,5,41.30145979
2560,3200,8,0.2,GBDT,time(s),2.234166622,byVoronoiFilter02,url_spam,na,1,8.549016237
2560,3200,8,0.2,GBDT,time(s),2.265840054,byVoronoiFilter02,url_spam,na,2,8.595801353
2560,3200,8,0.2,GBDT,time(s),2.237615585,byVoronoiFilter02,url_spam,na,3,8.614868402
2560,3200,8,0.2,GBDT,time(s),2.245261908,byVoronoiFilter02,url_spam,na,4,8.596065283
2560,3200,8,0.2,GBDT,time(s),2.284713507,byVoronoiFilter02,url_spam,na,5,8.681827068
219,275,4,0.2,NeuralNet,acc,0.970909091,byAC,BankNote_Authentication,na,1,1
220,275,4,0.2,NeuralNet,acc,0.930909091,byAC,BankNote_Authentication,na,2,1
220,275,4,0.2,NeuralNet,acc,0.934545455,byAC,BankNote_Authentication,na,3,1
220,275,4,0.2,NeuralNet,acc,0.956363636,byAC,BankNote_Authentication,na,4,1
220,275,4,0.2,NeuralNet,acc,0.963636364,byAC,BankNote_Authentication,na,5,1
848,1060,2,0.2,NeuralNet,acc,0.856603774,byAC,banana,na,1,0.902830189
848,1060,2,0.2,NeuralNet,acc,0.818867925,byAC,banana,na,2,0.909433962
848,1060,2,0.2,NeuralNet,acc,0.837735849,byAC,banana,na,3,0.905660377
848,1060,2,0.2,NeuralNet,acc,0.829245283,byAC,banana,na,4,0.899056604
848,1060,2,0.2,NeuralNet,acc,0.827358491,byAC,banana,na,5,0.888679245
1249,1561,25,0.2,NeuralNet,acc,0.823830878,byAC,colleges,na,1,0.856502242
1249,1561,25,0.2,NeuralNet,acc,0.837283792,byAC,colleges,na,2,0.865470852
1248,1561,25,0.2,NeuralNet,acc,0.818065343,byAC,colleges,na,3,0.858424087
1249,1561,25,0.2,NeuralNet,acc,0.842408712,byAC,colleges,na,4,0.882767457
1249,1561,25,0.2,NeuralNet,acc,0.836643177,byAC,colleges,na,5,0.871236387
2397,2996,14,0.2,NeuralNet,acc,0.817757009,byAC,eegEyeState,na,1,0.945594126
2397,2996,14,0.2,NeuralNet,acc,0.716288385,byAC,eegEyeState,na,2,0.883511348
2397,2996,14,0.2,NeuralNet,acc,0.73364486,byAC,eegEyeState,na,3,0.893858478
2397,2996,14,0.2,NeuralNet,acc,0.814419226,byAC,eegEyeState,na,4,0.946261682
2396,2996,14,0.2,NeuralNet,acc,0.757009346,byAC,eegEyeState,na,5,0.886181575
1477,1846,7,0.2,NeuralNet,acc,0.959371614,byAC,employee_salaries,na,1,0.971830986
1476,1846,7,0.2,NeuralNet,acc,0.97616468,byAC,employee_salaries,na,2,0.984290358
1476,1846,7,0.2,NeuralNet,acc,0.972372698,byAC,employee_salaries,na,3,0.980498375
1476,1846,7,0.2,NeuralNet,acc,0.967497291,byAC,employee_salaries,na,4,0.980498375
1476,1846,7,0.2,NeuralNet,acc,0.963705309,byAC,employee_salaries,na,5,0.979414951
1300,1625,18,0.2,NeuralNet,acc,0.963076923,byAC,mushroom,na,2,1
1300,1625,18,0.2,NeuralNet,acc,0.965538462,byAC,mushroom,na,3,1
1300,1625,18,0.2,NeuralNet,acc,0.939692308,byAC,mushroom,na,4,1
1300,1625,18,0.2,NeuralNet,acc,0.976,byAC,mushroom,na,5,1
1184,1480,20,0.2,NeuralNet,acc,0.922972973,byAC,ringnorm,na,1,0.968918919
1184,1480,20,0.2,NeuralNet,acc,0.926351351,byAC,ringnorm,na,2,0.962162162
1184,1480,20,0.2,NeuralNet,acc,0.924324324,byAC,ringnorm,na,3,0.969594595
1184,1480,20,0.2,NeuralNet,acc,0.918243243,byAC,ringnorm,na,4,0.964864865
1184,1480,20,0.2,NeuralNet,acc,0.918918919,byAC,ringnorm,na,5,0.97027027
1184,1480,20,0.2,NeuralNet,acc,0.981081081,byAC,twonorm,na,1,0.97972973
1184,1480,20,0.2,NeuralNet,acc,0.975,byAC,twonorm,na,2,0.975675676
1184,1480,20,0.2,NeuralNet,acc,0.972297297,byAC,twonorm,na,3,0.977027027
1184,1480,20,0.2,NeuralNet,acc,0.979054054,byAC,twonorm,na,4,0.980405405
1184,1480,20,0.2,NeuralNet,acc,0.975,byAC,twonorm,na,5,0.977702703
2560,3200,8,0.2,NeuralNet,acc,0.7471875,byAC,url_spam,na,1,0.84125
2560,3200,8,0.2,NeuralNet,acc,0.6790625,byAC,url_spam,na,2,0.845
2560,3200,8,0.2,NeuralNet,acc,0.6709375,byAC,url_spam,na,3,0.854375
2560,3200,8,0.2,NeuralNet,acc,0.7275,byAC,url_spam,na,4,0.85625
2560,3200,8,0.2,NeuralNet,acc,0.6928125,byAC,url_spam,na,5,0.8509375
219,275,4,0.2,NeuralNet,acc,0.934545455,byFreq,BankNote_Authentication,na,1,1
220,275,4,0.2,NeuralNet,acc,0.945454545,byFreq,BankNote_Authentication,na,2,1
220,275,4,0.2,NeuralNet,acc,0.978181818,byFreq,BankNote_Authentication,na,3,1
220,275,4,0.2,NeuralNet,acc,0.96,byFreq,BankNote_Authentication,na,4,1
220,275,4,0.2,NeuralNet,acc,0.938181818,byFreq,BankNote_Authentication,na,5,1
848,1060,2,0.2,NeuralNet,acc,0.494339623,byFreq,banana,na,1,0.902830189
848,1060,2,0.2,NeuralNet,acc,0.528301887,byFreq,banana,na,2,0.909433962
848,1060,2,0.2,NeuralNet,acc,0.443396226,byFreq,banana,na,3,0.905660377
848,1060,2,0.2,NeuralNet,acc,0.432075472,byFreq,banana,na,4,0.899056604
848,1060,2,0.2,NeuralNet,acc,0.421698113,byFreq,banana,na,5,0.888679245
1249,1561,25,0.2,NeuralNet,acc,0.534913517,byFreq,colleges,na,1,0.856502242
1249,1561,25,0.2,NeuralNet,acc,0.502882767,byFreq,colleges,na,2,0.865470852
1248,1561,25,0.2,NeuralNet,acc,0.605381166,byFreq,colleges,na,3,0.858424087
1249,1561,25,0.2,NeuralNet,acc,0.577834721,byFreq,colleges,na,4,0.882767457
1249,1561,25,0.2,NeuralNet,acc,0.519538757,byFreq,colleges,na,5,0.871236387
2397,2996,14,0.2,NeuralNet,acc,0.517690254,byFreq,eegEyeState,na,1,0.945594126
2397,2996,14,0.2,NeuralNet,acc,0.429906542,byFreq,eegEyeState,na,2,0.883511348
2397,2996,14,0.2,NeuralNet,acc,0.428905207,byFreq,eegEyeState,na,3,0.893858478
2397,2996,14,0.2,NeuralNet,acc,0.567089453,byFreq,eegEyeState,na,4,0.946261682
2396,2996,14,0.2,NeuralNet,acc,0.419893191,byFreq,eegEyeState,na,5,0.886181575
1477,1846,7,0.2,NeuralNet,acc,0.956663055,byFreq,employee_salaries,na,1,0.971830986
1476,1846,7,0.2,NeuralNet,acc,0.968580715,byFreq,employee_salaries,na,2,0.984290358
1476,1846,7,0.2,NeuralNet,acc,0.975081257,byFreq,employee_salaries,na,3,0.980498375
1476,1846,7,0.2,NeuralNet,acc,0.956663055,byFreq,employee_salaries,na,4,0.980498375
1476,1846,7,0.2,NeuralNet,acc,0.957746479,byFreq,employee_salaries,na,5,0.979414951
1300,1625,18,0.2,NeuralNet,acc,1,byFreq,mushroom,na,2,1
1300,1625,18,0.2,NeuralNet,acc,1,byFreq,mushroom,na,3,1
1300,1625,18,0.2,NeuralNet,acc,1,byFreq,mushroom,na,4,1
1300,1625,18,0.2,NeuralNet,acc,1,byFreq,mushroom,na,5,1
1184,1480,20,0.2,NeuralNet,acc,0.77972973,byFreq,ringnorm,na,1,0.968918919
1184,1480,20,0.2,NeuralNet,acc,0.800675676,byFreq,ringnorm,na,2,0.962162162
1184,1480,20,0.2,NeuralNet,acc,0.787162162,byFreq,ringnorm,na,3,0.969594595
1184,1480,20,0.2,NeuralNet,acc,0.774324324,byFreq,ringnorm,na,4,0.964864865
1184,1480,20,0.2,NeuralNet,acc,0.797297297,byFreq,ringnorm,na,5,0.97027027
1184,1480,20,0.2,NeuralNet,acc,0.978378378,byFreq,twonorm,na,1,0.97972973
1184,1480,20,0.2,NeuralNet,acc,0.977027027,byFreq,twonorm,na,2,0.975675676
1184,1480,20,0.2,NeuralNet,acc,0.977702703,byFreq,twonorm,na,3,0.977027027
1184,1480,20,0.2,NeuralNet,acc,0.979054054,byFreq,twonorm,na,4,0.980405405
1184,1480,20,0.2,NeuralNet,acc,0.976351351,byFreq,twonorm,na,5,0.977702703
2560,3200,8,0.2,NeuralNet,acc,0.2103125,byFreq,url_spam,na,1,0.84125
2560,3200,8,0.2,NeuralNet,acc,0.205625,byFreq,url_spam,na,2,0.845
2560,3200,8,0.2,NeuralNet,acc,0.215625,byFreq,url_spam,na,3,0.854375
2560,3200,8,0.2,NeuralNet,acc,0.206875,byFreq,url_spam,na,4,0.85625
2560,3200,8,0.2,NeuralNet,acc,0.1975,byFreq,url_spam,na,5,0.8509375
219,275,4,0.2,NeuralNet,acc,0.989090909,byVoronoiFilter02,BankNote_Authentication,na,1,1
220,275,4,0.2,NeuralNet,acc,0.981818182,byVoronoiFilter02,BankNote_Authentication,na,2,1
220,275,4,0.2,NeuralNet,acc,0.996363636,byVoronoiFilter02,BankNote_Authentication,na,3,1
220,275,4,0.2,NeuralNet,acc,0.996363636,byVoronoiFilter02,BankNote_Authentication,na,4,1
220,275,4,0.2,NeuralNet,acc,1,byVoronoiFilter02,BankNote_Authentication,na,5,1
848,1060,2,0.2,NeuralNet,acc,0.901886792,byVoronoiFilter02,banana,na,1,0.902830189
848,1060,2,0.2,NeuralNet,acc,0.897169811,byVoronoiFilter02,banana,na,2,0.909433962
848,1060,2,0.2,NeuralNet,acc,0.910377358,byVoronoiFilter02,banana,na,3,0.905660377
848,1060,2,0.2,NeuralNet,acc,0.897169811,byVoronoiFilter02,banana,na,4,0.899056604
848,1060,2,0.2,NeuralNet,acc,0.893396226,byVoronoiFilter02,banana,na,5,0.888679245
1249,1561,25,0.2,NeuralNet,acc,0.846252402,byVoronoiFilter02,colleges,na,1,0.856502242
1249,1561,25,0.2,NeuralNet,acc,0.841127482,byVoronoiFilter02,colleges,na,2,0.865470852
1248,1561,25,0.2,NeuralNet,acc,0.851377322,byVoronoiFilter02,colleges,na,3,0.858424087
1249,1561,25,0.2,NeuralNet,acc,0.846252402,byVoronoiFilter02,colleges,na,4,0.882767457
1249,1561,25,0.2,NeuralNet,acc,0.835361947,byVoronoiFilter02,colleges,na,5,0.871236387
2397,2996,14,0.2,NeuralNet,acc,0.854806409,byVoronoiFilter02,eegEyeState,na,1,0.945594126
2397,2996,14,0.2,NeuralNet,acc,0.767356475,byVoronoiFilter02,eegEyeState,na,2,0.883511348
2397,2996,14,0.2,NeuralNet,acc,0.779372497,byVoronoiFilter02,eegEyeState,na,3,0.893858478
2397,2996,14,0.2,NeuralNet,acc,0.83811749,byVoronoiFilter02,eegEyeState,na,4,0.946261682
2396,2996,14,0.2,NeuralNet,acc,0.79506008,byVoronoiFilter02,eegEyeState,na,5,0.886181575
1477,1846,7,0.2,NeuralNet,acc,0.95503792,byVoronoiFilter02,employee_salaries,na,1,0.971830986
1476,1846,7,0.2,NeuralNet,acc,0.962621885,byVoronoiFilter02,employee_salaries,na,2,0.984290358
1476,1846,7,0.2,NeuralNet,acc,0.966413868,byVoronoiFilter02,employee_salaries,na,3,0.980498375
1476,1846,7,0.2,NeuralNet,acc,0.966413868,byVoronoiFilter02,employee_salaries,na,4,0.980498375
1476,1846,7,0.2,NeuralNet,acc,0.968580715,byVoronoiFilter02,employee_salaries,na,5,0.979414951
1300,1625,18,0.2,NeuralNet,acc,0.993230769,byVoronoiFilter02,mushroom,na,2,1
1300,1625,18,0.2,NeuralNet,acc,0.992615385,byVoronoiFilter02,mushroom,na,3,1
1300,1625,18,0.2,NeuralNet,acc,0.995076923,byVoronoiFilter02,mushroom,na,4,1
1300,1625,18,0.2,NeuralNet,acc,0.992,byVoronoiFilter02,mushroom,na,5,1
1184,1480,20,0.2,NeuralNet,acc,0.939864865,byVoronoiFilter02,ringnorm,na,1,0.968918919
1184,1480,20,0.2,NeuralNet,acc,0.939864865,byVoronoiFilter02,ringnorm,na,2,0.962162162
1184,1480,20,0.2,NeuralNet,acc,0.926351351,byVoronoiFilter02,ringnorm,na,3,0.969594595
1184,1480,20,0.2,NeuralNet,acc,0.941891892,byVoronoiFilter02,ringnorm,na,4,0.964864865
1184,1480,20,0.2,NeuralNet,acc,0.943918919,byVoronoiFilter02,ringnorm,na,5,0.97027027
1184,1480,20,0.2,NeuralNet,acc,0.981081081,byVoronoiFilter02,twonorm,na,1,0.97972973
1184,1480,20,0.2,NeuralNet,acc,0.975,byVoronoiFilter02,twonorm,na,2,0.975675676
1184,1480,20,0.2,NeuralNet,acc,0.977702703,byVoronoiFilter02,twonorm,na,3,0.977027027
1184,1480,20,0.2,NeuralNet,acc,0.979054054,byVoronoiFilter02,twonorm,na,4,0.980405405
1184,1480,20,0.2,NeuralNet,acc,0.977702703,byVoronoiFilter02,twonorm,na,5,0.977702703
2560,3200,8,0.2,NeuralNet,acc,0.7821875,byVoronoiFilter02,url_spam,na,1,0.84125
2560,3200,8,0.2,NeuralNet,acc,0.793125,byVoronoiFilter02,url_spam,na,2,0.845
2560,3200,8,0.2,NeuralNet,acc,0.79,byVoronoiFilter02,url_spam,na,3,0.854375
2560,3200,8,0.2,NeuralNet,acc,0.7909375,byVoronoiFilter02,url_spam,na,4,0.85625
2560,3200,8,0.2,NeuralNet,acc,0.7965625,byVoronoiFilter02,url_spam,na,5,0.8509375
219,275,4,0.2,NeuralNet,auc,0.998326676,byAC,BankNote_Authentication,na,1,1
220,275,4,0.2,NeuralNet,auc,0.986702691,byAC,BankNote_Authentication,na,2,1
220,275,4,0.2,NeuralNet,auc,0.975578549,byAC,BankNote_Authentication,na,3,1
220,275,4,0.2,NeuralNet,auc,0.996700206,byAC,BankNote_Authentication,na,4,1
220,275,4,0.2,NeuralNet,auc,0.997978293,byAC,BankNote_Authentication,na,5,1
848,1060,2,0.2,NeuralNet,auc,0.936766432,byAC,banana,na,1,0.967461783
848,1060,2,0.2,NeuralNet,auc,0.855642577,byAC,banana,na,2,0.973949175
848,1060,2,0.2,NeuralNet,auc,0.892949874,byAC,banana,na,3,0.97520375
848,1060,2,0.2,NeuralNet,auc,0.910772461,byAC,banana,na,4,0.970329643
848,1060,2,0.2,NeuralNet,auc,0.924923955,byAC,banana,na,5,0.966429207
1249,1561,25,0.2,NeuralNet,auc,0.868528062,byAC,colleges,na,1,0.919072852
1249,1561,25,0.2,NeuralNet,auc,0.901404304,byAC,colleges,na,2,0.920087213
1248,1561,25,0.2,NeuralNet,auc,0.869194959,byAC,colleges,na,3,0.923588305
1249,1561,25,0.2,NeuralNet,auc,0.899454413,byAC,colleges,na,4,0.928894619
1249,1561,25,0.2,NeuralNet,auc,0.893042972,byAC,colleges,na,5,0.93011627
2397,2996,14,0.2,NeuralNet,auc,0.86606011,byAC,eegEyeState,na,1,0.989263721
2397,2996,14,0.2,NeuralNet,auc,0.772521753,byAC,eegEyeState,na,2,0.956299207
2397,2996,14,0.2,NeuralNet,auc,0.79977361,byAC,eegEyeState,na,3,0.962644762
2397,2996,14,0.2,NeuralNet,auc,0.881230126,byAC,eegEyeState,na,4,0.988648944
2396,2996,14,0.2,NeuralNet,auc,0.804814281,byAC,eegEyeState,na,5,0.961389188
1477,1846,7,0.2,NeuralNet,auc,0.992116415,byAC,employee_salaries,na,1,0.994559047
1476,1846,7,0.2,NeuralNet,auc,0.992097539,byAC,employee_salaries,na,2,0.997185219
1476,1846,7,0.2,NeuralNet,auc,0.991444381,byAC,employee_salaries,na,3,0.99746112
1476,1846,7,0.2,NeuralNet,auc,0.982516642,byAC,employee_salaries,na,4,0.996487911
1476,1846,7,0.2,NeuralNet,auc,0.982577126,byAC,employee_salaries,na,5,0.997324047
1300,1625,18,0.2,NeuralNet,auc,0.994575163,byAC,mushroom,na,2,1
1300,1625,18,0.2,NeuralNet,auc,0.996549194,byAC,mushroom,na,3,1
1300,1625,18,0.2,NeuralNet,auc,0.972001214,byAC,mushroom,na,4,1
1300,1625,18,0.2,NeuralNet,auc,0.993190352,byAC,mushroom,na,5,1
1184,1480,20,0.2,NeuralNet,auc,0.975349566,byAC,ringnorm,na,1,0.994685281
1184,1480,20,0.2,NeuralNet,auc,0.981841392,byAC,ringnorm,na,2,0.994764082
1184,1480,20,0.2,NeuralNet,auc,0.977905449,byAC,ringnorm,na,3,0.996051086
1184,1480,20,0.2,NeuralNet,auc,0.979966215,byAC,ringnorm,na,4,0.993832808
1184,1480,20,0.2,NeuralNet,auc,0.982304961,byAC,ringnorm,na,5,0.996838213
1184,1480,20,0.2,NeuralNet,auc,0.998275733,byAC,twonorm,na,1,0.998251988
1184,1480,20,0.2,NeuralNet,auc,0.997536451,byAC,twonorm,na,2,0.99790717
1184,1480,20,0.2,NeuralNet,auc,0.997748192,byAC,twonorm,na,3,0.99792183
1184,1480,20,0.2,NeuralNet,auc,0.997890241,byAC,twonorm,na,4,0.997897548
1184,1480,20,0.2,NeuralNet,auc,0.997371781,byAC,twonorm,na,5,0.998005549
2560,3200,8,0.2,NeuralNet,auc,0.790839852,byAC,url_spam,na,1,0.910847073
2560,3200,8,0.2,NeuralNet,auc,0.76525389,byAC,url_spam,na,2,0.915332274
2560,3200,8,0.2,NeuralNet,auc,0.715706369,byAC,url_spam,na,3,0.921802147
2560,3200,8,0.2,NeuralNet,auc,0.720896037,byAC,url_spam,na,4,0.916202411
2560,3200,8,0.2,NeuralNet,auc,0.784482055,byAC,url_spam,na,5,0.916111814
219,275,4,0.2,NeuralNet,auc,0.980783763,byFreq,BankNote_Authentication,na,1,1
220,275,4,0.2,NeuralNet,auc,0.992053401,byFreq,BankNote_Authentication,na,2,1
220,275,4,0.2,NeuralNet,auc,0.989319092,byFreq,BankNote_Authentication,na,3,1
220,275,4,0.2,NeuralNet,auc,0.986584442,byFreq,BankNote_Authentication,na,4,1
220,275,4,0.2,NeuralNet,auc,0.982230262,byFreq,BankNote_Authentication,na,5,1
848,1060,2,0.2,NeuralNet,auc,0.511311262,byFreq,banana,na,1,0.967461783
848,1060,2,0.2,NeuralNet,auc,0.460361896,byFreq,banana,na,2,0.973949175
848,1060,2,0.2,NeuralNet,auc,0.489556437,byFreq,banana,na,3,0.97520375
848,1060,2,0.2,NeuralNet,auc,0.45976066,byFreq,banana,na,4,0.970329643
848,1060,2,0.2,NeuralNet,auc,0.467490961,byFreq,banana,na,5,0.966429207
1249,1561,25,0.2,NeuralNet,auc,0.387547292,byFreq,colleges,na,1,0.919072852
1249,1561,25,0.2,NeuralNet,auc,0.349835905,byFreq,colleges,na,2,0.920087213
1248,1561,25,0.2,NeuralNet,auc,0.322168332,byFreq,colleges,na,3,0.923588305
1249,1561,25,0.2,NeuralNet,auc,0.349607424,byFreq,colleges,na,4,0.928894619
1249,1561,25,0.2,NeuralNet,auc,0.342618713,byFreq,colleges,na,5,0.93011627
2397,2996,14,0.2,NeuralNet,auc,0.481887857,byFreq,eegEyeState,na,1,0.989263721
2397,2996,14,0.2,NeuralNet,auc,0.393525471,byFreq,eegEyeState,na,2,0.956299207
2397,2996,14,0.2,NeuralNet,auc,0.390684692,byFreq,eegEyeState,na,3,0.962644762
2397,2996,14,0.2,NeuralNet,auc,0.573119611,byFreq,eegEyeState,na,4,0.988648944
2396,2996,14,0.2,NeuralNet,auc,0.383231917,byFreq,eegEyeState,na,5,0.961389188
1477,1846,7,0.2,NeuralNet,auc,0.991452786,byFreq,employee_salaries,na,1,0.994559047
1476,1846,7,0.2,NeuralNet,auc,0.99275984,byFreq,employee_salaries,na,2,0.997185219
1476,1846,7,0.2,NeuralNet,auc,0.99589972,byFreq,employee_salaries,na,3,0.99746112
1476,1846,7,0.2,NeuralNet,auc,0.987189603,byFreq,employee_salaries,na,4,0.996487911
1476,1846,7,0.2,NeuralNet,auc,0.983971373,byFreq,employee_salaries,na,5,0.997324047
1300,1625,18,0.2,NeuralNet,auc,1,byFreq,mushroom,na,2,1
1300,1625,18,0.2,NeuralNet,auc,1,byFreq,mushroom,na,3,1
1300,1625,18,0.2,NeuralNet,auc,1,byFreq,mushroom,na,4,1
1300,1625,18,0.2,NeuralNet,auc,1,byFreq,mushroom,na,5,1
1184,1480,20,0.2,NeuralNet,auc,0.919311242,byFreq,ringnorm,na,1,0.994685281
1184,1480,20,0.2,NeuralNet,auc,0.946532278,byFreq,ringnorm,na,2,0.994764082
1184,1480,20,0.2,NeuralNet,auc,0.933332602,byFreq,ringnorm,na,3,0.996051086
1184,1480,20,0.2,NeuralNet,auc,0.918040451,byFreq,ringnorm,na,4,0.993832808
1184,1480,20,0.2,NeuralNet,auc,0.925919157,byFreq,ringnorm,na,5,0.996838213
1184,1480,20,0.2,NeuralNet,auc,0.997767951,byFreq,twonorm,na,1,0.998251988
1184,1480,20,0.2,NeuralNet,auc,0.997841427,byFreq,twonorm,na,2,0.99790717
1184,1480,20,0.2,NeuralNet,auc,0.997788403,byFreq,twonorm,na,3,0.99792183
1184,1480,20,0.2,NeuralNet,auc,0.997239961,byFreq,twonorm,na,4,0.997897548
1184,1480,20,0.2,NeuralNet,auc,0.997936145,byFreq,twonorm,na,5,0.998005549
2560,3200,8,0.2,NeuralNet,auc,0.158227284,byFreq,url_spam,na,1,0.910847073
2560,3200,8,0.2,NeuralNet,auc,0.141096531,byFreq,url_spam,na,2,0.915332274
2560,3200,8,0.2,NeuralNet,auc,0.163124977,byFreq,url_spam,na,3,0.921802147
2560,3200,8,0.2,NeuralNet,auc,0.148243328,byFreq,url_spam,na,4,0.916202411
2560,3200,8,0.2,NeuralNet,auc,0.146377468,byFreq,url_spam,na,5,0.916111814
219,275,4,0.2,NeuralNet,auc,0.999838065,byVoronoiFilter02,BankNote_Authentication,na,1,1
220,275,4,0.2,NeuralNet,auc,1,byVoronoiFilter02,BankNote_Authentication,na,2,1
