trainSize,testSize,dimention,selRatio,model,measure,value,method,dataset,noise,train_seed
5000,5000,2,1,NeuralNet,acc,0.9698,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,acc,0.9698,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,acc,0.8848,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,acc,0.8848,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,acc,0.8828,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,acc,0.8828,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,acc,0.8824,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,acc,0.8824,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,acc,0.8832,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,acc,0.8832,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,acc,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,acc,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,acc,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,acc,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,acc,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,acc,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,acc,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,acc,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,acc,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,acc,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,acc,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,acc,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,acc,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,acc,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,acc,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,acc,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,acc,0.7398,noselect,moon,0.8,2
5000,5000,2,1,NeuralNet,acc,0.7388,noselect,moon,0.8,3
5000,5000,2,1,NeuralNet,acc,0.7392,noselect,moon,0.8,4
5000,5000,2,1,NeuralNet,acc,0.737,noselect,moon,0.8,5
5000,5000,2,1,NeuralNet,acc,0.5794,noselect,circle,0.8,2
5000,5000,2,1,NeuralNet,acc,0.5822,noselect,circle,0.8,3
5000,5000,2,1,NeuralNet,acc,0.5796,noselect,circle,0.8,4
5000,5000,2,1,NeuralNet,acc,0.5766,noselect,circle,0.8,5
5000,5000,2,1,NeuralNet,acc,0.8998,noselect,blobs,0.8,2
5000,5000,2,1,NeuralNet,acc,0.9014,noselect,blobs,0.8,3
5000,5000,2,1,NeuralNet,acc,0.9004,noselect,blobs,0.8,4
5000,5000,2,1,NeuralNet,acc,0.8986,noselect,blobs,0.8,5
5000,5000,2,1,NeuralNet,acc,0.8122,noselect,XOR,0.8,2
5000,5000,2,1,NeuralNet,acc,0.8102,noselect,XOR,0.8,3
5000,5000,2,1,NeuralNet,acc,0.8126,noselect,XOR,0.8,4
5000,5000,2,1,NeuralNet,acc,0.8102,noselect,XOR,0.8,5
5000,5000,2,1,NeuralNet,acc,0.6438,noselect,moon,1.5,2
5000,5000,2,1,NeuralNet,acc,0.6426,noselect,moon,1.5,3
5000,5000,2,1,NeuralNet,acc,0.6452,noselect,moon,1.5,4
5000,5000,2,1,NeuralNet,acc,0.6484,noselect,moon,1.5,5
5000,5000,2,1,NeuralNet,acc,0.52,noselect,circle,1.5,2
5000,5000,2,1,NeuralNet,acc,0.5246,noselect,circle,1.5,3
5000,5000,2,1,NeuralNet,acc,0.5242,noselect,circle,1.5,4
5000,5000,2,1,NeuralNet,acc,0.5096,noselect,circle,1.5,5
5000,5000,2,1,NeuralNet,acc,0.7428,noselect,blobs,1.5,2
5000,5000,2,1,NeuralNet,acc,0.743,noselect,blobs,1.5,3
5000,5000,2,1,NeuralNet,acc,0.7434,noselect,blobs,1.5,4
5000,5000,2,1,NeuralNet,acc,0.7466,noselect,blobs,1.5,5
5000,5000,2,1,NeuralNet,acc,0.6254,noselect,XOR,1.5,2
5000,5000,2,1,NeuralNet,acc,0.6282,noselect,XOR,1.5,3
5000,5000,2,1,NeuralNet,acc,0.626,noselect,XOR,1.5,4
5000,5000,2,1,NeuralNet,acc,0.6268,noselect,XOR,1.5,5
5000,5000,2,1,NeuralNet,f1,0.97017017,noselect,moon,0.2,1
5000,5000,2,1,NeuralNet,f1,0.882147981,noselect,circle,0.2,1
5000,5000,2,1,NeuralNet,f1,0.732967256,noselect,moon,0.8,1
5000,5000,2,1,NeuralNet,f1,0.594688222,noselect,circle,0.8,1
5000,5000,2,1,NeuralNet,f1,0.64233871,noselect,moon,1.5,1
5000,5000,2,1,NeuralNet,f1,0.528935414,noselect,circle,1.5,1
5000,5000,2,1,NeuralNet,f1,0.970435477,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,f1,0.970435477,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,f1,0.970494418,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,f1,0.970494418,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,f1,0.970753205,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,f1,0.970753205,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,f1,0.969550313,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,f1,0.969550313,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,f1,0.883870968,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,f1,0.883870968,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,f1,0.882376556,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,f1,0.882376556,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,f1,0.881690141,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,f1,0.881690141,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,f1,0.8832,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,f1,0.8832,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,f1,0.970435477,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,f1,0.970435477,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,f1,0.970494418,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,f1,0.970494418,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,f1,0.970753205,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,f1,0.970753205,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,f1,0.969550313,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,f1,0.969550313,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,f1,0.883870968,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,f1,0.883870968,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,f1,0.882376556,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,f1,0.882376556,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,f1,0.881690141,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,f1,0.881690141,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,f1,0.8832,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,f1,0.8832,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,f1,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,f1,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,f1,0.739226298,noselect,moon,0.8,2
5000,5000,2,1,NeuralNet,f1,0.735841424,noselect,moon,0.8,3
5000,5000,2,1,NeuralNet,f1,0.73571139,noselect,moon,0.8,4
5000,5000,2,1,NeuralNet,f1,0.740375123,noselect,moon,0.8,5
5000,5000,2,1,NeuralNet,f1,0.596430628,noselect,circle,0.8,2
5000,5000,2,1,NeuralNet,f1,0.608728226,noselect,circle,0.8,3
5000,5000,2,1,NeuralNet,f1,0.609728927,noselect,circle,0.8,4
5000,5000,2,1,NeuralNet,f1,0.603483798,noselect,circle,0.8,5
5000,5000,2,1,NeuralNet,f1,0.898930805,noselect,blobs,0.8,2
5000,5000,2,1,NeuralNet,f1,0.901301301,noselect,blobs,0.8,3
5000,5000,2,1,NeuralNet,f1,0.900320256,noselect,blobs,0.8,4
5000,5000,2,1,NeuralNet,f1,0.898131404,noselect,blobs,0.8,5
5000,5000,2,1,NeuralNet,f1,0.811332128,noselect,XOR,0.8,2
5000,5000,2,1,NeuralNet,f1,0.805093448,noselect,XOR,0.8,3
5000,5000,2,1,NeuralNet,f1,0.811885164,noselect,XOR,0.8,4
5000,5000,2,1,NeuralNet,f1,0.811594203,noselect,XOR,0.8,5
5000,5000,2,1,NeuralNet,f1,0.628416441,noselect,moon,1.5,2
5000,5000,2,1,NeuralNet,f1,0.632077414,noselect,moon,1.5,3
5000,5000,2,1,NeuralNet,f1,0.644346431,noselect,moon,1.5,4
5000,5000,2,1,NeuralNet,f1,0.651052005,noselect,moon,1.5,5
5000,5000,2,1,NeuralNet,f1,0.573712256,noselect,circle,1.5,2
5000,5000,2,1,NeuralNet,f1,0.567739589,noselect,circle,1.5,3
5000,5000,2,1,NeuralNet,f1,0.546598056,noselect,circle,1.5,4
5000,5000,2,1,NeuralNet,f1,0.49568079,noselect,circle,1.5,5
5000,5000,2,1,NeuralNet,f1,0.743210863,noselect,blobs,1.5,2
5000,5000,2,1,NeuralNet,f1,0.744176787,noselect,blobs,1.5,3
5000,5000,2,1,NeuralNet,f1,0.742006837,noselect,blobs,1.5,4
5000,5000,2,1,NeuralNet,f1,0.74471086,noselect,blobs,1.5,5
5000,5000,2,1,NeuralNet,f1,0.639183202,noselect,XOR,1.5,2
5000,5000,2,1,NeuralNet,f1,0.608219178,noselect,XOR,1.5,3
5000,5000,2,1,NeuralNet,f1,0.621304172,noselect,XOR,1.5,4
5000,5000,2,1,NeuralNet,f1,0.646590909,noselect,XOR,1.5,5
5000,5000,2,1,NeuralNet,auc,0.99562896,noselect,moon,0.2,1
5000,5000,2,1,NeuralNet,auc,0.95414336,noselect,circle,0.2,1
5000,5000,2,1,NeuralNet,auc,0.81307968,noselect,moon,0.8,1
5000,5000,2,1,NeuralNet,auc,0.61184016,noselect,circle,0.8,1
5000,5000,2,1,NeuralNet,auc,0.69970784,noselect,moon,1.5,1
5000,5000,2,1,NeuralNet,auc,0.5371112,noselect,circle,1.5,1
5000,5000,2,1,NeuralNet,auc,0.9957992,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,auc,0.9957992,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,auc,0.9956792,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,auc,0.9956792,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,auc,0.9957408,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,auc,0.9957408,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,auc,0.99559008,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,auc,0.99559008,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,auc,0.95416192,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,auc,0.95416192,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,auc,0.95391488,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,auc,0.95391488,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,auc,0.95408672,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,auc,0.95408672,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,auc,0.95377376,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,auc,0.95377376,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,auc,0.9957992,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,auc,0.9957992,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,auc,0.9956792,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,auc,0.9956792,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,auc,0.9957408,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,auc,0.9957408,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,auc,0.99559008,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,auc,0.99559008,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,auc,0.95416192,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,auc,0.95416192,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,auc,0.95391488,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,auc,0.95391488,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,auc,0.95408672,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,auc,0.95408672,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,auc,0.95377376,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,auc,0.95377376,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,auc,1,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,auc,1,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,auc,0.81118432,noselect,moon,0.8,2
5000,5000,2,1,NeuralNet,auc,0.81312352,noselect,moon,0.8,3
5000,5000,2,1,NeuralNet,auc,0.8130816,noselect,moon,0.8,4
5000,5000,2,1,NeuralNet,auc,0.81367248,noselect,moon,0.8,5
5000,5000,2,1,NeuralNet,auc,0.60860256,noselect,circle,0.8,2
5000,5000,2,1,NeuralNet,auc,0.61068064,noselect,circle,0.8,3
5000,5000,2,1,NeuralNet,auc,0.60934752,noselect,circle,0.8,4
5000,5000,2,1,NeuralNet,auc,0.60750224,noselect,circle,0.8,5
5000,5000,2,1,NeuralNet,auc,0.96456416,noselect,blobs,0.8,2
5000,5000,2,1,NeuralNet,auc,0.9645576,noselect,blobs,0.8,3
5000,5000,2,1,NeuralNet,auc,0.96477792,noselect,blobs,0.8,4
5000,5000,2,1,NeuralNet,auc,0.96425168,noselect,blobs,0.8,5
5000,5000,2,1,NeuralNet,auc,0.8956368,noselect,XOR,0.8,2
5000,5000,2,1,NeuralNet,auc,0.89782208,noselect,XOR,0.8,3
5000,5000,2,1,NeuralNet,auc,0.89775776,noselect,XOR,0.8,4
5000,5000,2,1,NeuralNet,auc,0.89659616,noselect,XOR,0.8,5
5000,5000,2,1,NeuralNet,auc,0.70042112,noselect,moon,1.5,2
5000,5000,2,1,NeuralNet,auc,0.70102288,noselect,moon,1.5,3
5000,5000,2,1,NeuralNet,auc,0.70047072,noselect,moon,1.5,4
5000,5000,2,1,NeuralNet,auc,0.70092816,noselect,moon,1.5,5
5000,5000,2,1,NeuralNet,auc,0.52850336,noselect,circle,1.5,2
5000,5000,2,1,NeuralNet,auc,0.53792272,noselect,circle,1.5,3
5000,5000,2,1,NeuralNet,auc,0.53284368,noselect,circle,1.5,4
5000,5000,2,1,NeuralNet,auc,0.52091952,noselect,circle,1.5,5
5000,5000,2,1,NeuralNet,auc,0.83045872,noselect,blobs,1.5,2
5000,5000,2,1,NeuralNet,auc,0.83059184,noselect,blobs,1.5,3
5000,5000,2,1,NeuralNet,auc,0.82860096,noselect,blobs,1.5,4
5000,5000,2,1,NeuralNet,auc,0.83002144,noselect,blobs,1.5,5
5000,5000,2,1,NeuralNet,auc,0.68221504,noselect,XOR,1.5,2
5000,5000,2,1,NeuralNet,auc,0.68605888,noselect,XOR,1.5,3
5000,5000,2,1,NeuralNet,auc,0.68791344,noselect,XOR,1.5,4
5000,5000,2,1,NeuralNet,auc,0.68555456,noselect,XOR,1.5,5
5000,5000,2,1,NeuralNet,time(s),1931.823694,noselect,moon,0.2,1
5000,5000,2,1,NeuralNet,time(s),1272.047801,noselect,circle,0.2,1
5000,5000,2,1,NeuralNet,time(s),503.1177649,noselect,moon,0.8,1
5000,5000,2,1,NeuralNet,time(s),479.068069,noselect,circle,0.8,1
5000,5000,2,1,NeuralNet,time(s),399.497824,noselect,moon,1.5,1
5000,5000,2,1,NeuralNet,time(s),346.8785174,noselect,circle,1.5,1
5000,5000,2,1,NeuralNet,time(s),1916.616357,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,time(s),1916.616357,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,time(s),1912.537263,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,time(s),1912.537263,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,time(s),1910.598447,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,time(s),1910.598447,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,time(s),1907.085838,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,time(s),1907.085838,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,time(s),1302.057562,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,time(s),1302.057562,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,time(s),1293.912339,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,time(s),1293.912339,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,time(s),1320.281835,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,time(s),1320.281835,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,time(s),1294.196581,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,time(s),1294.196581,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,time(s),800.8536806,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,time(s),800.8536806,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,time(s),790.1293538,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,time(s),790.1293538,noselect,blobs,0.2,3
5000,5000,2,1,NeuralNet,time(s),795.1359692,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,time(s),795.1359692,noselect,blobs,0.2,4
5000,5000,2,1,NeuralNet,time(s),796.8892801,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,time(s),796.8892801,noselect,blobs,0.2,5
5000,5000,2,1,NeuralNet,time(s),935.1805174,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,time(s),935.1805174,noselect,XOR,0.2,2
5000,5000,2,1,NeuralNet,time(s),938.9265006,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,time(s),938.9265006,noselect,XOR,0.2,3
5000,5000,2,1,NeuralNet,time(s),956.0766447,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,time(s),956.0766447,noselect,XOR,0.2,4
5000,5000,2,1,NeuralNet,time(s),1009.199606,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,time(s),1009.199606,noselect,XOR,0.2,5
5000,5000,2,1,NeuralNet,time(s),1759.416032,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,time(s),1759.416032,noselect,moon,0.2,2
5000,5000,2,1,NeuralNet,time(s),1766.201716,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,time(s),1766.201716,noselect,moon,0.2,3
5000,5000,2,1,NeuralNet,time(s),1762.124619,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,time(s),1762.124619,noselect,moon,0.2,4
5000,5000,2,1,NeuralNet,time(s),1766.423124,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,time(s),1766.423124,noselect,moon,0.2,5
5000,5000,2,1,NeuralNet,time(s),1205.916066,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,time(s),1205.916066,noselect,circle,0.2,2
5000,5000,2,1,NeuralNet,time(s),1195.757235,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,time(s),1195.757235,noselect,circle,0.2,3
5000,5000,2,1,NeuralNet,time(s),1227.467433,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,time(s),1227.467433,noselect,circle,0.2,4
5000,5000,2,1,NeuralNet,time(s),1196.425446,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,time(s),1196.425446,noselect,circle,0.2,5
5000,5000,2,1,NeuralNet,time(s),735.1679711,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,time(s),735.1679711,noselect,blobs,0.2,2
5000,5000,2,1,NeuralNet,time(s),719.9716096,noselect,blobs,0.2,3
